@id,POI,description,latitude,longitude,adresse postale,localité,code postale
https://data.datatourisme.fr/13/f2e96f3e-ec43-3667-8b48-7f3f5d9c81d5,"Bar à tapas ""La Part des Anges""",['Salon de thé - glacier - bar à tapas et à vins'],45.319609,3.695803,28 avenue de la Gare,La Chaise-Dieu,43160
https://data.datatourisme.fr/13/f2ed09b1-08ae-3704-83f5-813ac92a4d0c,L'Auberge du Pont,"['Entre terre et mer. Au fil des saisons, le jeune Breton a su apprivoiser les mélanges de saveurs en partant à la conquête des cuisines de toute l’Europe (Suisse, Luxembourg…).']",45.797386,3.258163,70 avenue du Docteur Besserve,Pont-du-Château,63430
https://data.datatourisme.fr/13/f2f3cbc0-5ad0-3313-8741-9122b1abe452,Château de Buffavent,['Le château est situé au bord d’une grande terrasse naturelle qui se développe au pied du village actuel. Il est constitué aujourd’hui par un corps de logis de plan trapézoïdal et possède quatre tours dont une a été reconstruite au xixe s.'],46.288259,6.406718,Château de Buffavens,Lully,74890
https://data.datatourisme.fr/13/f2f516ea-fbd0-3517-b950-23592e51551a,Bacchus & Pool,"[""Vins, billard, danse : c'est le triptyque qui fait de Bacchus & Pool une adresse à part dans le paysage viennois.""]",45.522843,4.873203,5 rue Voltaire,Vienne,38200
https://data.datatourisme.fr/13/f2f883d4-cc45-3636-b9fa-422227c0ce54,Chalet Joubarbe,"['Chalet spacieux, calme et très bien équipé. Proche des commerces et du vieux village Chinaillon. Vue imprenable sur les montagnes.']",45.970879,6.449798,"6298 route du Chinaillon, Le Grand-Bornand Chinaillon",Le Grand-Bornand,74450
https://data.datatourisme.fr/13/f2f9523a-b839-3700-be57-231d89ad28cb,L'Auberge des Balcons,"['Après une journée de ski sur le domaine de Paradiski, profitez de l’Happy Hour et dégustez des spécialités savoyardes et traditionnelles à l’Auberge des Balcons. Le tout avec vue sur la station !']",45.510114,6.706595,"Belle Plagne, Hotel Les Balcons Village",La Plagne Tarentaise,73210
https://data.datatourisme.fr/13/f2fa7832-fb60-3d68-97d0-c708051a8f3c,Asahi Sushi,"['Face au Palais des Festivités, tout un ensemble de plats sushis, makis, sashimis, chirashis et plats chauds à votre disposition sur place ou à emporter.']",46.400306,6.587036,1 place Charles Cottet,Évian-les-Bains,74500
https://data.datatourisme.fr/13/f2fb7636-b5ae-3cf6-8348-2b7313c943b8,Musée d'Art Contemporain (MAC),"['Grâce à un volume intérieur entièrement modulable, un musée nouveau est inauguré à chaque exposition, avec des œuvres inédites et un espace intégralement renouvelé. Tous les 2 ans, le Mac Lyon accueille la Biennale d’Art Contemporain.']",45.784636,4.851671,"81 quai Charles de Gaulle, Cité Internationale",Lyon 6e Arrondissement,69006
https://data.datatourisme.fr/13/f2fc67f0-1c66-3c97-8fc6-b4c260e6f7f1,Le Val Joly,"[""Situé en face du complexe sportif (tennis, piscine) et à moins d’un km des remontées mécaniques (navette gratuite devant l’hôtel en saison), l'hôtel vous accueille dans une ambiance familiale et chaleureuse. Chambres avec balcon et vue montagnes.""]",45.882346,6.715908,21 chemin du Bonnant - Les Pratz,Saint-Gervais-les-Bains,74170
https://data.datatourisme.fr/13/f2fe0e2d-30ce-361f-b2f4-7494492385ab,Le Cardi,"['Au Cardi, c’est deux salles deux ambiances : vous découvrirez en bas la partie restaurant, pour tous vos repas en famille ou entre amis, et enfin la partie pub ainsi que le toit terrasse, situé en haut, pour profiter de moments funs midi et soir']",45.293616,3.385722,Place Lafayette,Brioude,43100
https://data.datatourisme.fr/13/f2fecbeb-165b-3d95-8c53-d080a752331a,Pont de fer,"['Entièrement dédié aux cheminements ""doux"", pour les piétons et les cyclistes, ce ""troisième pont"" offre un lien entre les deux rives de la rivière Allier.']",46.554779,3.328345,"Accès par le Quai d'Allier, et chemin du Halage (côté La Madeleine)",Moulins,03000
